date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:13	48922/48922	---M--	200	added ('OK')	application/octet-stream	etag:%22ee03e2cf94817b791226ee7c3dec34e5%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/URQeJFbYsYUSnZYu.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/URQeJFbYsYUSnZYu.png	(from https://junqianliang.me/p/runningsun.liang/048a0f94)
15:12:13	281038/281038	---M--	200	added ('OK')	application/octet-stream	etag:%22a845fef3b2a1446dc4183e830624f02f%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/RhrVI2e3bvfBo3WT.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/RhrVI2e3bvfBo3WT.png	(from https://junqianliang.me/p/runningsun.liang/048a0f94)
15:12:14	50981/50981	---M--	200	added ('OK')	application/octet-stream	etag:%22a64f285434ea3b822d220f6f5894e9a2%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/OGiW328NkqlMLmeQ.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/OGiW328NkqlMLmeQ.png	(from https://junqianliang.me/p/runningsun.liang/048a0f94)
15:12:14	70621/70621	---M--	200	added ('OK')	application/octet-stream	etag:%2245c04ff3870e7075405e4241b27ea253%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/7RJ9X6Ex0c1yFw0b.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/7RJ9X6Ex0c1yFw0b.png	(from https://junqianliang.me/p/runningsun.liang/048a0f94)
15:12:15	79768/79768	---M--	200	added ('OK')	application/octet-stream	etag:%22cdf1fd6fe902f4b267894e001cb06b69%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/wYfwcQfLpil4ZBEe.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/wYfwcQfLpil4ZBEe.png	(from https://junqianliang.me/p/runningsun.liang/048a0f94)
15:12:15	79942/79942	---M--	200	added ('OK')	application/octet-stream	etag:%223788a32a60fd27dd724472fe0adc9247%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/weL1TnPAD9XEomxm.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/weL1TnPAD9XEomxm.png	(from https://junqianliang.me/p/runningsun.liang/048a0f94)
15:12:16	80127/80127	---M--	200	added ('OK')	application/octet-stream	etag:%227b47de0215e0a237ada8b36eb6bc321e%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/oiGELRGu6gayc3Mk.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/oiGELRGu6gayc3Mk.png	(from https://junqianliang.me/p/runningsun.liang/048a0f94)
15:12:16	75282/75282	---M--	200	added ('OK')	application/octet-stream	etag:%22332ac35530e23a91234c45ba9a3e4d21%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/hB1DW0hv0NKXlYj0.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/hB1DW0hv0NKXlYj0.png	(from https://junqianliang.me/p/runningsun.liang/048a0f94)
15:12:17	87531/87531	---M--	200	added ('OK')	application/octet-stream	etag:%22c7a3447ba4d5ca64d848347a145676c9%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/xgUZiqUMFcefPVwa.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/xgUZiqUMFcefPVwa.png	(from https://junqianliang.me/p/runningsun.liang/048a0f94)
15:12:18	263223/263223	---M--	200	added ('OK')	application/octet-stream	etag:%226252ef904102f81bd4e3bc9633c5c321%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/NFfPhRGClsTScP97.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/NFfPhRGClsTScP97.png	(from https://junqianliang.me/p/runningsun.liang/048a0f94)
15:12:18	731712/731712	---M--	200	added ('OK')	application/octet-stream	etag:%22eef831d4e318c0e7746ee7be0184c414%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/FpAUuY8kL6jLoijD.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5fb2a24190610500048a0f94/FpAUuY8kL6jLoijD.png	(from https://junqianliang.me/p/runningsun.liang/048a0f94)
15:12:19	1004854/1004854	---M--	200	added ('OK')	application/octet-stream	etag:%22d16a173e75d4772351406759c527c53e%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/IyIKqMpgy2mNpGBI.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/IyIKqMpgy2mNpGBI.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa52)
15:12:19	173536/173536	---M--	200	added ('OK')	application/octet-stream	etag:%22e3005862e59f60cd54946eee2cc5b76b%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/P5O9uKXgDqzHPJ15.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/P5O9uKXgDqzHPJ15.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa52)
15:12:20	225867/225867	---M--	200	added ('OK')	application/octet-stream	etag:%2233fec6eb48f4e0c43c9ac4ca08ef8520%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/RcoI5wgnyFNLBEMV.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/RcoI5wgnyFNLBEMV.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa52)
15:12:20	726808/726808	---M--	200	added ('OK')	application/octet-stream	etag:%22b0e4b79d988708a7c8274074be2dd1ea%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/gZC5KBr4lYYCz8KO.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/gZC5KBr4lYYCz8KO.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa52)
15:12:21	229794/229794	---M--	200	added ('OK')	application/octet-stream	etag:%22f5e256137a2790d3b636df6e28df0e6b%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/lPCPt75EJNivNS2o.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/lPCPt75EJNivNS2o.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa52)
15:12:21	169826/169826	---M--	200	added ('OK')	application/octet-stream	etag:%224dcb6bf6834c5f35ef76a7189dbe1886%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/yUKfcEVfzDJ877Jm.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/yUKfcEVfzDJ877Jm.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa52)
15:12:22	327491/327491	---M--	200	added ('OK')	application/octet-stream	etag:%22144525d6beacd97f90a4633da2fccde3%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/OLdcCHWibKvafAJR.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/OLdcCHWibKvafAJR.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa52)
15:12:23	1547878/1547878	---M--	200	added ('OK')	application/octet-stream	etag:%2242e201ad001bb9e881f0c5662aa8d9d7%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/dYArG1vW9jIMgf1n.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/dYArG1vW9jIMgf1n.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa52)
15:12:23	81606/81606	---M--	200	added ('OK')	application/octet-stream	etag:%22cd6981714ef38b15d5c6a99dfa5f2599%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/QTnMvV9V0A4y9RJk.gif	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/QTnMvV9V0A4y9RJk.gif	(from https://junqianliang.me/p/runningsun.liang/04dbfa52)
15:12:24	5370/5370	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Oct%202021%2008:28:53%20GMT	https://junqianliang.me/mockups/mockup--mobile--realistic--light--no-notch.svg	C:/My%20Web%20Sites/joyce_uxfolio/junqianliang.me/mockups/mockup--mobile--realistic--light--no-notch.svg	(from https://junqianliang.me/p/runningsun.liang/04dbfa52)
15:12:25	3483273/3483273	---M--	200	added ('OK')	application/octet-stream	etag:%2267c598c8c14d5d9212e5d3e9325c7667%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/aH5QLj0HLzPFfDG1.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/aH5QLj0HLzPFfDG1.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa52)
15:12:25	287231/287231	---M--	200	added ('OK')	application/octet-stream	etag:%220707dfcf3098a4c775158a1d62dfeb11%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/sAxclilMVmeC9JwY.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d52216ce00004dbfa52/sAxclilMVmeC9JwY.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa52)
15:12:26	3581391/3581391	---M--	200	added ('OK')	application/octet-stream	etag:%223391a45f2857a25d5c42fffd421e220b%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/RqasG5CaiTeXEDu9.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/RqasG5CaiTeXEDu9.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa54)
15:12:26	388632/388632	---M--	200	added ('OK')	application/octet-stream	etag:%22aea0ec2e6389f7a6449109e13b8f4f6c%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/yLV2V1OIDvYrSWFO.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/yLV2V1OIDvYrSWFO.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa54)
15:12:26	57356/57356	---M--	200	added ('OK')	application/octet-stream	etag:%22d113dbb02585b084a14c4f1ab9c66725%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/WNcxJszjCddOj1Vj.jpg	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/WNcxJszjCddOj1Vj.jpg	(from https://junqianliang.me/p/runningsun.liang/04dbfa54)
15:12:27	174126/174126	---M--	200	added ('OK')	application/octet-stream	etag:%22758006ad8fc108e4e0c3c762dde9f42b%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/TrZfrvFtVgpHG2jJ.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/TrZfrvFtVgpHG2jJ.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa54)
15:12:28	1543998/1543998	---M--	200	added ('OK')	application/octet-stream	etag:%22fdb1d2a119baad1bfafe38d3d4f6f02b%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/BpuADqsOtgs007xr.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/BpuADqsOtgs007xr.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa54)
15:12:28	671294/671294	---M--	200	added ('OK')	application/octet-stream	etag:%2263636616959e3412495cacdd49516eee%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/OTQgPRhk1sPNGdXb.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/OTQgPRhk1sPNGdXb.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa54)
15:12:29	995296/995296	---M--	200	added ('OK')	application/octet-stream	etag:%22f0e404b1f828e3b1a71a2caa19e203f6%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/4Fr03kZTYeZRITd1.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/4Fr03kZTYeZRITd1.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa54)
15:12:29	534742/534742	---M--	200	added ('OK')	application/octet-stream	etag:%22791a44caa8fb9fdcee1f0c1f6c1bbcf4%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/UZEeWnH4xFq1Uv7i.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/UZEeWnH4xFq1Uv7i.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa54)
15:12:30	3881350/3881350	---M--	200	added ('OK')	application/octet-stream	etag:%2289d30a05ff1f81f37c6712f501732468%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/s8fGZVauLUWrlYVz.gif	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/s8fGZVauLUWrlYVz.gif	(from https://junqianliang.me/p/runningsun.liang/04dbfa54)
15:12:30	221309/221309	---M--	200	added ('OK')	application/octet-stream	etag:%22a1077ac302d47ebe747a350b1336c668%22	https://storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/gb9GxJCGtNsmmkZJ.png	C:/My%20Web%20Sites/joyce_uxfolio/storage.googleapis.com/uxfolio/5f85e9dd423ec800041268d5/5f957d67216ce00004dbfa54/gb9GxJCGtNsmmkZJ.png	(from https://junqianliang.me/p/runningsun.liang/04dbfa54)
15:12:30	53/53	---MCZ	302	error ('Found')	text/plain	date:Tue,%2012%20Oct%202021%2019:12:32%20GMT	https://unpkg.com/axios/dist/axios.min.js	C:/My%20Web%20Sites/joyce_uxfolio/unpkg.com/axios/dist/axios.min.5c.delayed	(from https://junqianliang.me/runningsun.liang/contact)
15:12:31	17843/17843	---MCZ	200	added ('OK')	application/javascript	etag:%2245b3-R0yB3l/xQYiVoQy24D+atSKRS2k%22	https://unpkg.com/axios@0.23.0/dist/axios.min.js	C:/My%20Web%20Sites/joyce_uxfolio/unpkg.com/axios@0.23.0/dist/axios.min.js	(from https://junqianliang.me/runningsun.liang/contact)
15:12:31	684/684	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Oct%202021%2008:28:53%20GMT	https://junqianliang.me/mockups/mockup--mobile--semi-realistic--light--no-notch.svg	C:/My%20Web%20Sites/joyce_uxfolio/junqianliang.me/mockups/mockup--mobile--semi-realistic--light--no-notch.svg	(from https://junqianliang.me/p/runningsun.liang/04dbfa53)
15:12:31	2753/2753	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Oct%202021%2008:28:53%20GMT	https://junqianliang.me/mockups/mockup--desktop--realistic--light--no-notch.svg	C:/My%20Web%20Sites/joyce_uxfolio/junqianliang.me/mockups/mockup--desktop--realistic--light--no-notch.svg	(from https://junqianliang.me/p/runningsun.liang/048a0f94)
